"Date","Price","Open","High","Low","Vol.","Change %"
"04/16/2021","427.00","425.00","427.00","421.00","37.10K","0.71%"
"04/15/2021","424.00","429.80","429.80","423.00","0.30K","-0.47%"
"04/14/2021","426.00","425.50","426.00","425.05","21.51K","0.24%"
"04/13/2021","425.00","426.00","429.00","425.00","2.44K","-0.47%"
"04/12/2021","427.00","423.00","427.00","423.00","0.57K","0.47%"
"04/09/2021","425.00","420.30","425.00","420.30","11.76K","0.24%"
"04/08/2021","424.00","423.20","424.00","423.00","11.26K","-0.24%"
"04/07/2021","425.00","425.00","425.00","423.35","5.54K","0.00%"
"04/06/2021","425.00","427.00","430.00","425.00","20.67K","-0.47%"
"04/05/2021","427.00","426.00","427.00","425.10","15.04K","-0.91%"
"04/02/2021","430.90","431.00","431.00","425.00","8.87K","0.21%"
"04/01/2021","430.00","426.15","430.00","425.00","68.08K","2.05%"
"03/31/2021","421.35","420.00","421.35","420.00","10.93K","-1.09%"
"03/30/2021","426.00","420.05","426.00","420.00","8.49K","1.43%"
"03/29/2021","420.00","420.00","420.00","420.00","50.79K","0.00%"
"03/26/2021","420.00","417.00","420.00","416.00","65.87K","0.48%"
"03/25/2021","418.00","416.05","418.00","415.05","16.50K","0.59%"
"03/24/2021","415.55","415.00","415.55","414.00","3.46K","0.13%"
"03/23/2021","415.00","418.00","418.00","415.00","40.78K","-0.72%"
"03/22/2021","418.00","415.15","418.00","415.15","15.33K","-0.21%"
"03/19/2021","418.90","420.00","420.00","418.90","19.77K","0.93%"
"03/18/2021","415.05","423.75","423.75","415.05","138.77K","-1.88%"
"03/17/2021","423.00","421.00","423.70","421.00","65.43K","0.49%"
"03/16/2021","420.95","417.60","420.95","417.50","19.02K","0.56%"
"03/15/2021","418.60","419.00","421.00","418.00","2.74K","-0.57%"
"03/12/2021","421.00","424.00","424.00","421.00","36.41K","0.43%"
"03/11/2021","419.20","419.00","419.20","419.00","11.23K","-0.07%"
"03/10/2021","419.50","419.50","419.50","417.00","11.28K","0.00%"
"03/09/2021","419.50","419.50","419.80","416.00","9.47K","0.60%"
"03/08/2021","417.00","419.00","420.00","416.50","15.24K","-0.48%"
"03/05/2021","419.00","421.00","421.00","419.00","17.32K","0.00%"
"03/04/2021","419.00","416.05","421.00","416.05","18.61K","-0.24%"
"03/03/2021","420.00","422.00","422.00","420.00","22.00K","-0.26%"
"03/02/2021","421.10","425.00","425.00","421.10","8.05K","-0.92%"
"03/01/2021","425.00","420.30","425.00","420.00","0.09K","1.07%"
"02/26/2021","420.50","418.00","426.00","418.00","95.55K","0.60%"
"02/25/2021","418.00","411.00","418.00","406.75","32.18K","0.72%"
"02/24/2021","415.00","420.00","420.00","405.50","46.45K","-1.20%"
"02/23/2021","420.05","421.00","424.00","420.05","12.06K","-1.07%"
"02/22/2021","424.60","429.70","429.70","423.10","22.66K","-0.23%"
"02/19/2021","425.60","425.50","429.60","425.50","12.84K","-0.95%"
"02/18/2021","429.70","430.00","430.00","426.10","0.79K","1.08%"
"02/17/2021","425.10","428.60","431.00","425.10","80.63K","-0.82%"
"02/16/2021","428.60","428.95","428.95","428.60","2.06K","0.82%"
"02/15/2021","425.10","434.00","434.00","425.10","7.48K","-0.65%"
"02/12/2021","427.90","430.00","435.00","427.90","5.36K","0.33%"
"02/11/2021","426.50","425.00","426.50","420.00","23.75K","0.83%"
"02/10/2021","423.00","431.00","431.00","421.10","32.19K","-1.86%"
"02/09/2021","431.00","433.80","434.00","431.00","123.28K","-0.60%"
"02/08/2021","433.60","438.00","438.00","433.60","52.01K","-0.21%"
"02/05/2021","434.50","438.95","438.95","433.10","18.59K","-0.38%"
"02/04/2021","436.15","436.85","439.00","436.00","5.42K","-0.65%"
"02/03/2021","439.00","440.00","440.00","439.00","17.40K","-0.23%"
"02/02/2021","440.00","437.95","440.95","437.50","21.06K","0.47%"
"02/01/2021","437.95","435.50","437.95","434.95","11.88K","0.42%"
"01/29/2021","436.10","435.95","441.75","435.50","35.04K","0.09%"
"01/28/2021","435.70","442.00","442.00","435.10","14.48K","-1.20%"
"01/27/2021","441.00","442.00","442.05","440.00","14.15K","-0.23%"
"01/26/2021","442.00","445.00","445.00","442.00","38.91K","-0.67%"
"01/25/2021","445.00","437.00","445.00","435.00","36.77K","1.83%"
"01/22/2021","437.00","435.00","437.00","435.00","50.27K","0.40%"
"01/21/2021","435.25","433.90","436.90","432.60","60.50K","0.29%"
"01/20/2021","434.00","430.60","435.50","430.05","21.23K","0.00%"
"01/19/2021","434.00","437.00","437.00","430.05","46.69K","-0.69%"
"01/18/2021","437.00","434.75","439.00","432.15","70.29K","1.15%"
"01/15/2021","432.05","428.00","432.05","428.00","88.75K","1.17%"
"01/14/2021","427.05","424.00","427.50","424.00","46.34K","0.72%"
"01/13/2021","424.00","422.00","424.00","420.00","7.50K","0.01%"
"01/12/2021","423.95","424.00","425.00","422.00","71.61K","0.94%"
"01/08/2021","420.00","429.40","429.40","420.00","27.70K","-0.94%"
"01/07/2021","424.00","424.80","426.00","423.00","63.98K","0.95%"
"01/06/2021","420.00","421.00","425.00","418.10","18.49K","-0.94%"
"01/05/2021","424.00","427.80","427.80","424.00","4.43K","-1.40%"
"01/04/2021","430.00","429.95","430.00","423.60","28.47K","1.59%"
"12/31/2020","423.25","422.00","428.85","422.00","18.79K","-1.57%"
"12/30/2020","430.00","429.10","432.00","429.10","107.23K","0.00%"
"12/29/2020","430.00","432.40","432.40","429.10","56.37K","0.23%"
"12/28/2020","429.00","428.00","434.00","428.00","647.02K","0.47%"
"12/25/2020","427.00","427.50","428.00","425.50","86.81K","-0.23%"
"12/24/2020","428.00","434.75","434.75","428.00","59.92K","-0.95%"
